User_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status
1000880,M,42,17,A,1,0
1000881,M,24,14,A,1,0
1000882,M,19,2,C,4+,0
1000883,F,37,14,C,0,0
1000884,M,15,10,C,3,0
1000885,M,36,0,A,2,0
1000886,F,69,0,C,2,1
1000887,F,68,16,B,3,1
1000888,F,15,10,C,1,0
1000889,M,47,20,A,1,0
1000890,M,24,4,C,4+,0
1000891,M,27,1,C,4+,0
1000892,M,42,0,C,1,0
1000894,M,21,4,C,0,0
1000895,M,52,1,C,1,1
1000896,M,23,15,C,3,1
1000897,M,33,6,B,4+,0
1000898,M,33,7,B,2,0
1000899,F,27,1,B,3,1
1000900,F,64,13,C,2,1
1000901,F,67,0,C,0,1
1000902,M,66,0,C,1,1
1000903,M,65,13,C,2,1
1000904,M,37,20,B,4+,0
1000905,F,48,12,C,1,0
1000906,M,15,10,C,1,0
1000907,F,50,6,C,1,1
1000908,F,55,1,A,3,0
1000909,M,48,7,C,2,0
1000910,F,55,0,B,1,1
1000911,M,53,0,B,3,1
1000912,F,44,2,B,1,0
1000913,M,31,0,C,2,0
1000914,F,42,9,C,2,0
1000915,M,35,7,C,2,0
1000916,F,28,1,B,1,1
1000917,M,55,6,C,2,1
1000918,F,50,1,C,1,0
1000919,F,40,1,C,1,0
1000920,M,20,4,C,4+,0
1000921,M,28,17,B,1,0
1000922,M,56,16,B,2,1
1000923,M,33,7,C,3,1
1000924,M,54,17,C,1,1
1000925,F,45,3,A,2,0
1000926,M,15,10,C,1,0
1000927,F,33,20,C,1,1
1000928,F,58,16,C,4+,1
1000929,M,27,15,A,1,0
1000930,M,32,5,C,1,1
1000931,F,64,1,C,0,0
1000932,F,42,6,C,0,0
1000933,M,50,1,C,3,1
1000934,F,40,7,A,0,0
1000936,M,18,4,C,4+,0
1000937,M,33,15,A,2,1
1000939,F,29,20,C,2,0
1000940,M,15,10,C,4+,0
1000941,M,22,20,C,1,0
1000942,F,51,6,C,4+,1
1000943,F,48,12,C,0,1
1000944,M,44,0,A,3,1
1000945,M,49,7,C,3,0
1000946,M,38,7,C,1,1
1000947,M,18,0,C,0,0
1000949,M,55,17,B,4+,1
1000950,M,42,7,C,4+,1
1000951,M,46,2,B,4+,1
1000952,M,72,16,C,0,1
1000953,M,54,20,B,1,1
1000954,F,30,0,B,1,1
1000955,F,55,7,B,1,1
1000956,M,45,1,A,3,1
1000957,M,44,1,C,2,1
1000958,M,36,2,C,3,0
1000959,M,52,11,C,1,0
1000960,M,15,10,C,4+,0
1000961,M,25,10,A,2,0
1000962,F,31,1,C,1,1
1000963,M,34,0,A,0,1
1000964,M,33,7,B,1,1
1000965,M,73,7,B,0,1
1000966,M,64,2,C,4+,0
1000967,F,22,0,B,3,0
1000968,M,52,12,A,4+,1
1000969,F,31,11,C,3,1
1000970,M,34,0,B,4+,1
1000971,M,32,12,B,2,1
1000972,M,49,1,A,3,0
1000973,F,33,1,C,1,1
1000974,M,36,19,C,3,0
1000975,M,39,0,B,2,1
1000976,M,39,14,C,4+,1
1000977,M,27,2,C,0,0
1000978,M,21,0,C,1,0
1000979,M,15,10,A,1,0
1000980,M,26,6,C,2,1
1000981,M,27,20,B,2,1
1000982,F,35,9,C,4+,0
1000983,F,29,16,C,2,1
1000984,M,54,16,A,2,1
1000985,M,29,4,C,0,0
1000986,F,70,0,C,1,1
1000987,F,40,17,C,0,0
1000988,M,52,11,B,4+,0
1000989,M,54,0,C,4+,1
1000990,M,19,6,C,2,0
1000991,F,32,9,A,3,1
1000992,F,44,3,B,2,0
1000993,M,33,0,C,1,0
1000995,F,20,4,C,3,0
1000996,M,34,17,A,4+,1
1000997,M,15,19,C,2,0
1000998,M,50,20,A,0,1
1000999,M,28,15,B,2,0
1001000,F,29,6,B,1,0
1001002,M,55,11,B,1,0
1001003,M,33,2,C,0,0
1001004,M,35,3,B,2,0
1001005,M,43,11,C,1,0
1001006,M,20,4,C,4+,0
1001008,M,37,3,C,1,0
1001009,M,52,7,C,1,1
1001010,M,34,0,A,1,0
1001011,M,26,8,C,4+,1
1001012,F,41,1,C,0,0
1001013,M,68,13,C,1,0
1001015,M,44,3,A,4+,1
1001016,M,73,16,C,3,0
1001017,M,43,0,B,2,0
1001018,M,23,4,A,4+,0
1001019,M,44,1,A,4+,1
1001021,M,45,0,C,3,0
1001022,M,33,3,C,2,0
1001023,M,70,13,C,2,1
1001024,F,38,1,C,1,0
1001025,M,35,16,C,3,1
1001026,F,47,0,C,1,1
1001027,M,22,4,B,1,0
1001028,F,50,7,C,0,1
1001029,M,27,0,B,0,0
1001030,M,32,7,C,2,1
1001031,M,42,16,C,2,1
1001032,M,51,16,C,0,1
1001033,M,29,5,B,1,0
1001035,M,25,2,C,1,1
1001036,M,41,7,C,1,0
1001037,M,48,7,C,1,1
1001038,F,68,15,C,2,1
1001039,F,39,1,C,3,0
1001040,M,28,11,C,1,1
1001041,M,46,2,B,2,0
1001042,M,43,5,C,3,1
1001043,F,55,11,C,4+,0
1001044,M,32,20,A,0,0
1001045,F,15,10,C,2,0
1001046,M,58,18,C,2,1
1001047,M,23,0,B,4+,0
1001048,M,38,6,C,4+,0
1001049,M,49,14,C,3,1
1001050,M,28,1,B,1,0
1001051,F,31,0,A,0,1
1001052,F,43,2,C,1,0
1001053,M,37,0,C,2,1
1001054,M,15,10,C,1,0
1001055,M,42,0,A,1,1
1001056,M,15,0,C,1,0
1001057,M,49,17,B,1,1
1001058,M,29,1,B,2,0
1001059,F,33,0,B,3,0
1001060,M,22,10,C,1,0
1001061,M,49,0,C,0,1
1001062,M,55,19,C,3,0
1001063,M,44,7,B,1,0
1001064,M,30,7,C,1,0
1001065,F,29,0,B,3,0
1001066,M,47,12,C,3,1
1001067,M,37,12,B,3,1
1001068,F,22,4,B,2,0
1001069,M,35,20,A,4+,0
1001070,F,47,2,B,1,1
1001071,M,51,16,C,0,0
1001072,F,45,7,C,2,0
1001073,F,30,6,C,4+,0
1001074,M,46,17,A,4+,1
1001075,F,35,6,A,1,1
1001076,F,29,3,C,1,1
1001077,M,32,3,A,1,0
1001078,F,49,9,C,1,1
1001079,M,29,7,A,0,0
1001080,M,72,7,C,1,1
1001081,M,24,4,C,1,1
1001083,M,64,0,B,1,1
1001084,M,17,19,C,0,0
1001085,M,29,7,C,2,1
1001086,M,18,4,A,2,0
1001087,M,30,16,B,1,0
1001088,F,15,10,A,3,0
1001089,M,43,6,C,2,1
1001090,M,35,7,C,1,1
1001091,M,23,5,C,0,0
1001092,F,18,4,C,2,0
1001093,M,51,14,C,2,1
1001094,F,23,0,C,1,0
1001095,F,64,6,C,3,0
1001096,M,15,10,C,1,0
1001097,M,20,17,A,4+,0
1001098,M,36,7,C,4+,1
1001099,M,29,17,C,4+,0
1001100,M,32,0,B,0,1
1001101,M,42,1,A,1,0
1001102,M,22,1,A,2,0
1001103,F,49,7,C,2,0
1001104,M,42,11,A,1,0
1001106,M,24,4,C,2,0
1001107,F,55,1,C,1,1
1001108,M,63,1,B,2,0
1001109,M,25,10,C,1,0
1001110,F,71,6,B,3,1
1001111,F,53,16,C,1,1
1001112,M,22,6,A,4+,0
1001113,M,18,4,B,3,0
1001114,F,22,9,A,2,0
1001115,F,26,1,C,0,0
1001116,M,32,15,B,3,0
1001117,M,24,14,B,3,0
1001118,M,52,13,C,1,1
1001119,M,41,1,B,2,1
1001120,M,20,4,A,0,1
1001121,M,59,7,C,4+,1
1001122,M,65,14,C,0,1
1001124,M,26,2,B,4+,1
1001125,F,18,4,B,2,0
1001126,M,58,16,C,0,0
1001127,M,31,0,C,1,0
1001128,M,31,1,A,2,0
1001129,M,41,17,C,2,0
1001130,M,23,7,C,1,0
1001131,M,73,13,C,4+,1
1001132,M,25,12,A,1,1
1001133,M,24,2,C,0,0
1001134,M,18,20,C,1,0
1001135,M,54,13,C,1,1
1001136,F,37,7,C,3,0
1001137,M,19,4,B,4+,0
1001138,M,24,12,C,4+,0
1001139,M,26,1,C,2,0
1001140,F,47,2,B,2,1
1001141,F,35,3,B,1,1
1001142,M,18,1,B,1,0
1001143,M,53,7,C,4+,1
1001144,M,34,7,B,4+,0
1001145,M,55,3,A,2,1
1001146,F,19,16,B,2,1
1001147,M,27,20,B,3,1
1001148,M,36,17,C,1,1
1001149,M,26,12,A,1,1
1001150,F,31,20,A,1,0
1001151,M,32,15,C,2,1
1001152,M,18,4,C,2,0
1001153,M,21,10,C,0,0
1001154,F,15,10,C,2,0
1001155,M,26,12,C,0,0
1001156,F,53,2,A,4+,0
1001157,M,50,7,C,1,0
1001158,F,39,1,C,2,1
1001158,F,39,1,C,2,1
1001159,M,23,0,C,3,1
1001160,M,18,14,C,1,0
1001161,M,32,0,A,1,0
1001162,F,41,0,B,4+,0
1001163,M,15,10,C,2,0
1001164,F,34,19,A,1,1
1001165,M,26,12,B,1,1
1001166,M,58,6,C,3,1
1001167,F,51,1,B,1,1
1001168,F,27,0,A,1,1
1001169,M,33,20,B,3,0
1001170,M,65,3,A,2,1
1001171,M,49,12,A,2,1
1001172,F,27,0,A,2,1
1001173,F,31,7,A,3,0
1001174,F,23,16,C,0,0
1001175,F,29,2,A,1,0
1001176,M,72,1,C,1,1
1001177,F,33,17,C,2,1
1001178,M,70,0,C,1,1
1001179,M,54,1,B,2,1
1001180,F,51,20,C,0,1
1001181,M,44,7,A,3,1
1001182,M,15,10,B,3,0
1001183,M,41,19,B,1,0
1001184,F,29,4,C,1,1
1001185,F,38,1,C,3,0
1001186,M,25,19,A,1,1
1001187,F,15,0,A,2,0
1001188,M,49,7,C,2,0
1001189,M,26,0,C,1,0
1001190,M,47,0,C,2,0
1001191,F,41,0,B,3,1
1001192,M,52,16,A,1,1
1001193,M,28,12,C,3,1
1001194,F,27,1,B,1,1
1001195,F,15,10,C,1,0
1001196,F,25,14,C,3,0
1001197,M,42,1,C,1,0
1001198,M,15,10,C,1,0
1001199,M,51,13,C,4+,1
1001200,M,15,0,C,4+,0
1001201,M,22,4,C,4+,0
1001202,M,38,12,B,0,0
1001203,F,26,1,A,3,0
1001204,M,27,7,B,4+,0
1001205,F,64,0,C,1,1
1001206,F,51,7,C,1,1
1001208,M,27,0,C,1,1
1001209,M,37,7,C,1,1
1001210,M,28,17,C,1,1
1001211,M,24,4,A,1,0
1001212,F,51,1,C,1,0
1001213,M,53,0,A,1,0
1001214,M,62,13,C,1,1
1001215,M,38,17,C,0,0
1001216,M,33,2,A,1,1
1001217,M,32,12,A,3,0
1001218,M,72,15,B,0,1
1001219,M,28,7,C,3,1
1001220,M,15,10,A,3,0
1001221,M,22,0,B,1,0
1001222,M,39,0,C,4+,0
1001223,M,30,2,C,4+,0
1001224,M,52,13,B,4+,0
1001225,M,49,7,C,1,1
1001226,M,22,20,C,2,0
1001227,M,51,1,B,2,0
1001228,M,26,1,C,4+,1
1001229,F,35,4,C,0,1
1001230,M,35,11,B,2,0
1001231,M,26,12,C,1,0
1001232,F,24,4,C,2,0
1001233,F,48,20,C,1,1
1001234,M,18,4,B,2,0
1001235,F,30,7,A,1,0
1001236,F,29,1,C,1,0
1001237,M,23,4,C,1,1
1001238,F,37,20,A,1,0
1001239,F,33,20,B,1,0
1001240,F,24,14,B,3,1
1001241,M,15,10,B,1,0
1001242,F,37,0,A,0,1
1001243,M,43,15,B,4+,1
1001244,M,26,4,A,4+,1
1001246,M,19,4,A,2,0
1001247,M,45,0,B,2,0
1001248,F,39,20,B,4+,0
1001249,M,43,2,C,2,0
1001250,M,54,0,C,1,1
1001251,M,27,7,C,0,1
1001252,M,63,13,C,3,0
1001253,F,36,20,C,1,1
1001254,F,21,1,B,2,0
1001255,M,31,17,A,4+,0
1001256,M,30,20,B,4+,0
1001257,F,23,14,C,3,1
1001258,M,50,7,C,1,0
1001259,M,38,7,C,2,1
1001260,M,28,17,B,0,0
1001261,M,24,4,C,2,0
1001262,M,29,4,A,0,1
1001263,M,15,10,B,4+,0
1001264,M,28,1,A,3,0
1001265,F,21,20,B,0,1
1001266,M,26,4,B,0,1
1001267,M,33,15,C,1,0
1001268,M,55,2,B,1,1
1001269,F,65,13,C,2,1
1001270,M,31,6,C,1,0
1001271,F,48,6,C,3,1
1001272,M,21,20,B,0,0
1001273,M,36,2,C,3,1
1001274,M,50,7,B,4+,1
1001275,M,52,17,C,1,1
1001276,M,36,17,B,2,0
1001277,F,21,0,C,1,0
1001278,M,23,4,C,3,0
1001279,M,36,1,A,2,0
1001280,M,15,10,C,1,0
1001281,M,27,19,C,1,0
1001282,M,54,1,C,2,1
1001283,F,19,1,C,3,0
1001284,M,50,16,A,1,1
1001285,M,40,4,A,0,1
1001286,M,43,17,A,1,0
1001287,F,52,7,B,3,0
1001288,F,43,19,C,1,0
1001289,M,47,6,C,0,0
1001290,M,41,0,C,1,0
1001291,F,40,0,A,3,0
1001292,M,30,7,C,3,0
1001293,M,27,5,C,1,0
1001294,F,52,20,B,4+,1
1001295,F,39,6,C,1,1
1001296,M,15,0,C,4+,0
1001297,M,29,7,A,4+,0
1001298,M,40,6,B,4+,0
1001299,M,30,14,B,1,0
1001300,M,15,10,C,3,0
1001301,F,35,2,C,1,1
1001302,M,21,4,C,2,0
1001303,M,35,19,A,4+,0
1001304,M,27,14,C,1,1
1001305,M,46,20,B,4+,1
1001306,M,27,3,B,3,0
1001307,M,66,13,C,2,1
1001309,M,34,14,C,0,0
1001310,M,49,0,C,4+,1
1001311,M,20,10,C,1,0
1001312,M,35,14,B,2,1
1001313,M,24,4,B,4+,1
1001314,F,21,4,C,0,0
1001315,M,37,7,C,2,1
1001316,M,54,2,C,2,0
1001317,M,49,7,B,3,1
1001318,M,20,16,B,4+,1
1001319,F,34,3,C,2,1
1001320,M,27,4,A,2,0
1001321,F,32,14,C,3,1
1001322,M,65,0,A,0,0
1001323,F,43,2,C,1,0
1001324,M,37,16,B,3,0
1001325,M,35,1,B,1,1
1001326,F,33,0,A,1,0
1001327,M,15,10,B,0,0
1001328,M,37,14,A,1,0
1001329,M,19,14,B,3,0
1001330,M,66,1,C,4+,0
1001331,M,49,0,C,4+,1
1001332,M,30,7,C,3,0
1001333,M,35,17,A,4+,0
1001334,M,55,7,C,0,1
1001335,M,36,0,C,1,0
1001336,F,55,20,B,4+,1
1001337,M,63,17,C,1,1
1001338,M,26,0,A,3,1
1001339,M,38,18,C,2,0
1001340,M,34,7,A,2,0
1001341,M,18,7,C,3,0
1001342,M,43,0,C,4+,0
1001343,M,44,14,B,3,0
1001344,F,32,9,C,4+,0
1001345,F,32,2,C,1,1
1001346,M,40,20,C,1,0
1001347,F,18,1,C,0,0
1001348,F,15,10,A,3,0
1001349,M,55,7,B,3,1
1001350,F,43,0,C,1,0
1001351,F,32,17,C,4+,1
1001352,M,41,20,B,2,0
1001353,M,15,10,C,0,0
1001354,F,35,2,B,3,0
1001355,F,49,20,A,3,0
1001356,F,25,4,B,2,0
1001357,M,49,0,C,1,1
1001358,M,42,17,C,1,1
1001359,M,39,1,C,2,0
1001360,M,29,20,C,1,1
1001361,F,29,0,A,1,0
1001362,M,43,12,B,0,0
1001363,M,51,7,B,3,0
1001364,F,48,2,A,0,0
1001365,F,15,10,C,3,0
1001366,M,15,10,C,0,0
1001367,M,31,12,C,1,0
1001368,F,26,3,C,1,0
1001369,M,31,5,B,1,1
1001370,M,36,2,C,2,1
1001371,F,53,2,A,3,1
1001372,M,15,10,B,1,0
1001373,F,34,1,A,1,0
1001374,M,55,1,B,3,0
1001375,F,50,5,B,2,1
1001376,F,50,1,C,1,1
1001377,M,45,16,B,3,1
1001378,F,49,7,C,3,1
1001379,F,72,13,C,2,1
1001380,M,15,10,C,0,0
1001381,M,22,11,C,1,0
1001382,F,47,1,C,1,0
1001383,F,33,7,A,1,0
1001384,M,19,10,C,1,0
1001385,F,26,5,C,1,1
1001386,F,34,0,B,1,0
1001387,F,54,13,B,1,1
1001388,M,65,20,C,2,1
1001389,M,26,17,B,4+,1
1001390,M,38,16,C,3,1
1001391,M,38,15,C,0,1
1001392,M,50,3,C,1,1
1001393,M,25,4,B,3,0
1001394,F,35,3,A,0,0
1001395,M,34,2,B,1,1
1001396,F,33,12,A,4+,1
1001397,M,40,7,C,3,1
1001398,F,73,16,C,3,1
1001399,M,24,17,C,1,0
1001400,M,26,7,B,4+,0
1001401,F,23,1,C,3,0
1001402,M,25,4,C,3,0
1001403,F,26,0,C,4+,1
1001404,M,54,16,B,1,1
1001405,M,57,13,C,1,1
1001406,M,34,4,C,2,1
1001407,F,40,15,A,1,1
1001408,M,34,0,B,1,1
1001409,M,23,4,B,1,1
1001410,M,51,7,B,3,1
1001411,M,44,1,C,2,0
1001412,M,33,17,C,4+,1
1001413,M,24,3,B,1,1
1001414,M,18,4,C,4+,0
1001415,M,47,14,C,1,0
1001416,M,27,14,B,1,1
1001417,M,38,16,C,2,0
1001418,M,23,4,A,1,1
1001420,M,21,4,C,3,0
1001421,F,15,10,A,1,0
1001422,M,38,17,B,3,0
1001423,M,33,4,C,2,1
1001424,M,38,0,C,2,1
1001425,M,15,10,B,1,0
1001426,M,25,14,B,3,0
1001427,M,27,12,C,2,0
1001428,F,49,11,C,2,1
1001429,F,37,3,C,4+,0
1001430,M,21,4,B,2,1
1001431,M,75,6,C,1,1
1001432,M,36,1,C,2,1
1001433,F,20,14,C,1,0
1001434,F,15,10,A,0,0
1001435,M,27,14,A,4+,0
1001436,F,52,6,B,1,1
1001437,M,54,3,C,4+,0
1001438,M,24,2,C,0,0
1001439,M,44,3,C,1,1
1001440,M,41,12,C,1,0
1001441,M,37,16,C,3,1
1001442,M,21,2,A,3,0
1001443,M,45,2,C,0,1
1001444,F,35,4,B,1,0
1001445,M,29,2,C,1,1
1001446,M,42,12,B,4+,1
1001447,M,20,4,A,0,0
1001448,F,26,3,A,1,0
1001449,M,42,20,A,1,1
1001450,M,20,4,B,2,1
1001451,M,43,20,B,0,0
1001452,F,64,13,C,1,1
1001454,M,25,4,C,2,0
1001455,F,49,0,B,1,1
1001456,M,29,2,C,1,0
1001457,M,28,1,B,1,1
1001458,M,15,0,B,2,0
1001459,F,33,0,C,0,0
1001460,F,18,4,C,3,1
1001461,F,48,0,B,2,1
1001462,M,40,16,B,2,1
1001463,M,51,16,C,4+,1
1001464,M,36,12,C,3,1
1001465,M,53,16,B,4+,1
1001466,M,21,4,C,3,1
1001467,M,31,5,C,2,0
1001468,M,15,14,B,1,0
1001469,M,62,20,C,1,0
1001470,M,22,4,A,1,1
1001471,M,34,17,B,1,0
1001472,M,31,7,C,1,0
1001473,M,30,14,B,0,0
1001474,M,30,4,A,2,1
1001475,F,28,2,B,3,0
1001476,F,20,0,B,0,0
1001477,F,46,1,C,2,0
1001478,M,15,10,C,2,0
1001479,F,55,2,B,1,0
1001480,M,32,20,C,1,0
1001481,M,41,17,C,4+,0
1001482,M,33,7,C,3,0
1001483,M,19,4,B,1,0
1001484,M,26,12,C,1,0
1001485,F,26,9,C,3,1
1001486,M,35,16,C,4+,1
1001487,M,38,7,C,2,1
1001488,M,30,7,B,2,0
1001489,F,37,2,A,2,1
1001490,M,55,7,B,4+,1
1001491,M,23,4,B,1,0
1001492,M,32,12,A,0,1
1001494,M,26,17,C,3,1
1001495,M,20,0,C,1,0
1001496,M,27,17,A,2,0
1001497,M,52,5,C,1,1
1001498,M,22,4,A,2,0
1001499,M,15,10,C,1,0
1001500,M,30,17,A,2,0
1001501,M,29,11,A,3,0
1001502,M,19,4,C,3,0
1001503,M,29,12,A,2,0
1001504,M,23,19,A,3,0
1001505,M,55,11,C,3,1
1001506,M,29,7,C,4+,1
1001507,M,43,17,C,0,0
1001508,F,17,10,C,4+,0
1001509,M,15,0,B,3,0
1001510,F,30,1,A,1,0
1001511,M,40,12,C,4+,1
1001512,M,31,20,C,4+,0
1001513,F,38,16,C,4+,1
1001514,M,24,4,B,4+,1
1001515,M,28,16,C,3,1
1001516,F,33,12,B,1,0
1001517,M,18,0,B,4+,1
1001518,M,34,2,C,1,0
1001519,M,25,4,C,1,0
1001520,M,31,17,B,1,0
1001521,F,34,7,C,2,1
1001522,M,41,20,A,0,1
1001523,M,29,17,C,0,0
1001524,M,22,4,B,1,0
1001525,F,26,16,B,3,1
1001526,M,61,17,C,4+,1
1001527,M,24,10,C,1,1
1001528,M,31,15,C,1,0
1001529,M,23,4,C,4+,1
1001530,M,29,4,A,1,1
1001531,M,47,17,C,2,1
1001532,M,23,14,C,3,0
1001533,M,50,1,C,0,1
1001534,M,51,12,C,3,1
1001535,F,21,20,C,3,0
1001536,F,43,3,C,3,0
1001537,M,25,20,B,0,0
1001538,M,29,3,C,2,0
1001539,M,34,3,C,1,0
1001540,M,48,0,A,4+,1
1001541,M,68,17,C,3,1
1001542,M,20,17,C,4+,0
1001543,M,29,11,C,2,0
1001544,M,28,12,B,2,0
1001545,M,34,20,A,1,0
1001546,M,30,4,A,4+,1
1001547,M,66,13,A,4+,1
1001548,M,44,1,A,3,0
1001549,M,41,6,C,4+,0
1001550,M,23,4,C,1,0
1001551,M,35,11,B,1,1
1001552,M,48,20,B,1,1
1001553,F,33,15,C,0,0
1001554,F,43,12,C,3,1
1001555,F,22,0,B,0,1
1001556,M,19,4,A,3,1
1001557,F,18,4,C,1,0
1001558,M,20,6,A,1,1
1001559,M,36,8,A,1,0
1001560,F,29,3,B,2,0
1001561,F,19,4,C,2,0
1001562,M,20,20,C,1,1
1001563,F,15,10,B,0,0
1001564,M,55,1,C,1,1
1001565,M,47,17,B,1,1
1001566,M,37,16,C,3,0
1001567,M,30,12,B,1,0
1001568,F,17,10,C,1,0
1001569,F,74,13,C,1,1
1001570,M,18,17,B,1,1
1001571,M,31,20,B,1,1
1001572,F,31,3,C,3,1
1001573,M,15,0,C,4+,0
1001574,M,26,6,C,1,1
1001575,F,52,7,C,4+,1
1001576,F,50,9,B,3,1
1001577,M,64,0,C,1,1
1001578,M,24,4,B,1,1
1001579,M,35,0,A,0,0
1001580,F,23,4,C,3,0
1001581,F,21,4,B,4+,1
1001582,M,21,0,C,1,0
1001583,M,39,6,B,0,0
1001584,M,31,19,B,4+,0
1001585,M,56,20,C,1,1
1001586,M,50,7,B,2,1
1001587,F,32,3,B,3,0
1001588,M,27,11,B,1,0
1001589,M,34,0,B,1,0
1001590,M,41,1,C,0,0
1001591,M,54,7,C,1,1
1001592,M,42,7,B,4+,1
1001593,M,29,16,C,1,1
1001594,F,40,20,B,1,0
1001595,M,38,1,C,3,0
1001596,F,19,5,B,2,0
1001597,M,27,12,B,1,1
1001598,M,45,13,C,0,0
1001599,M,27,0,A,1,0
1001600,M,41,7,B,1,1
1001601,M,26,12,C,2,0
1001602,F,33,7,C,2,1
1001603,F,32,0,C,4+,1
1001604,M,35,11,B,1,1
1001605,F,21,0,B,1,0
1001606,F,41,3,A,4+,0
1001607,M,49,1,A,2,1
1001608,M,26,11,B,1,1
1001609,F,40,9,B,3,0
1001610,M,31,11,B,1,1
1001611,M,33,0,B,1,0
1001612,M,26,17,C,1,0
1001613,M,22,20,A,1,0
1001614,M,38,0,B,1,1
1001615,F,49,7,B,1,1
1001616,M,29,0,C,0,1
1001617,M,28,12,C,3,0
1001618,M,51,0,C,4+,1
1001619,M,55,3,C,1,1
1001620,M,28,20,B,1,0
1001621,M,35,4,C,1,0
1001622,M,23,4,B,0,0
1001623,M,53,15,C,2,0
1001624,M,29,0,B,1,1
1001625,M,48,0,C,0,1
1001626,M,20,4,B,0,1
1001627,M,23,17,A,3,1
1001628,M,21,20,B,1,0
1001629,M,18,4,B,1,1
1001630,M,50,17,C,1,0
1001631,F,51,0,C,4+,0
1001632,M,32,16,B,1,0
1001633,F,50,7,B,2,1
1001634,F,68,0,C,4+,0
1001635,M,29,0,B,1,0
1001636,F,33,19,C,0,0
1001637,M,65,0,B,2,1
1001638,F,22,17,B,3,0
1001639,M,31,17,B,1,0
1001640,M,41,17,C,1,0
1001641,M,34,0,C,4+,0
1001642,M,55,13,C,1,0
1001643,M,47,2,C,4+,0
1001644,M,23,12,A,2,0
1001645,F,21,9,B,1,1
1001646,M,33,20,B,1,1
1001647,M,22,18,B,0,0
1001648,M,55,14,B,3,1
1001649,M,22,19,C,2,1
1001650,M,28,19,C,1,0
1001651,M,35,12,C,1,0
1001652,M,32,16,C,1,0
1001653,M,24,0,A,4+,0
1001654,F,49,0,A,0,1
1001655,M,23,4,C,2,1
1001656,M,31,17,B,3,0
1001657,F,46,0,B,1,1
1001658,F,42,6,B,2,0
1001659,F,21,9,C,4+,1
1001660,F,30,2,C,2,1
1001661,M,45,7,B,0,1
1001662,M,33,12,B,1,1
1001663,M,22,4,C,2,1
1001665,M,46,17,B,2,0
1001666,M,26,14,B,3,0
1001667,M,54,16,B,4+,0
1001668,M,45,2,C,2,1
1001669,F,35,17,B,1,1
1001670,F,57,13,C,1,1
1001671,M,38,0,B,2,0
1001672,M,31,17,C,1,0
1001673,M,15,10,C,1,0
1001674,M,37,2,C,3,0
1001675,F,31,6,B,1,1
1001676,M,19,4,B,4+,0
1001677,M,18,14,C,2,0
1001678,F,25,17,C,1,0
1001679,M,26,12,B,4+,1
1001680,M,31,20,A,3,1
1001681,M,22,4,A,1,0
1001682,M,26,2,A,3,1
1001683,F,27,7,C,3,0
1001684,M,23,3,B,2,0
1001685,M,36,12,B,1,0
1001686,M,40,12,B,1,0
1001687,M,32,3,A,1,0
1001688,F,21,4,C,4+,0
1001691,F,31,17,C,2,1
1001692,M,45,20,A,4+,1
1001693,M,29,12,C,1,1
1001694,M,34,12,B,3,1
1001695,M,33,1,C,1,1
1001696,M,37,7,C,1,0
1001697,F,24,4,B,3,0
1001699,F,26,19,A,0,0
1001700,M,26,20,B,4+,0
1001701,F,32,4,B,1,0
1001702,M,23,10,C,2,0
1001703,M,24,15,C,2,0
1001704,M,33,4,C,4+,0
1001705,F,21,4,C,2,0
1001706,M,33,20,B,1,1
1001707,M,54,1,C,0,1
1001708,M,35,0,C,4+,0
1001709,M,26,0,C,1,1
1001710,M,18,0,A,3,0
1001711,F,24,4,C,3,0
1001712,M,30,0,B,4+,0
1001713,M,34,0,C,3,0
1001714,M,29,17,C,0,1
1001715,M,26,16,C,2,1
1001716,M,26,0,B,0,0
1001717,F,54,6,B,1,0
1001718,M,22,4,C,2,1
1001719,M,19,16,C,2,1
1001720,M,21,4,C,1,1
1001721,M,22,19,C,3,0
1001722,M,44,0,C,4+,0
1001723,M,40,17,C,0,1
1001724,M,21,4,C,3,0
1001725,M,19,19,C,4+,1
1001726,M,35,2,B,1,1
1001727,M,43,16,B,2,1
1001728,M,19,4,C,2,0
1001729,M,31,7,B,0,1
1001730,F,19,4,C,1,0
1001731,F,19,0,C,2,0
1001732,M,25,4,C,1,1
1001733,M,23,14,B,0,1
1001734,M,47,17,B,2,1
1001735,M,20,20,B,1,1
1001736,M,62,8,C,2,1
1001737,M,39,20,B,3,0
1001738,M,38,16,C,0,0
1001739,M,64,16,C,1,1
1001740,M,62,1,C,2,0
1001741,M,41,7,A,4+,1
1001742,M,26,15,C,4+,1
1001743,M,42,17,C,0,0
1001744,M,44,12,C,2,0
1001745,M,46,0,A,4+,1
1001746,M,29,4,C,1,1
1001747,M,27,0,C,2,1
1001748,M,54,1,A,1,1
1001749,M,28,2,B,1,1
1001750,M,54,5,B,0,0
1001751,M,36,20,C,0,0
1001752,M,27,3,B,1,0
1001753,M,39,6,B,3,0
1001754,M,22,19,C,3,0
1001755,F,23,4,B,4+,0
1001756,F,28,1,B,2,1
1001757,M,30,4,B,4+,0
1001758,F,26,0,B,1,0
1001759,M,27,16,C,0,1
1001760,F,29,3,C,1,1
1001761,M,40,0,C,2,0
1001762,M,31,14,B,2,1
1001763,M,42,7,C,2,0
1001764,M,20,0,B,1,0
